sample,start_utc,end_utc,start_new_york,end_new_york,hidden_after_new_york,timeframe,bb_period,std_mult,excluded_late_ny,visible_candles,full_12h_candles
009_blind3,2024-02-02 02:00:00+00:00,2024-02-02 14:00:00+00:00,2024-02-01 21:00 EST,2024-02-02 09:00 EST,2024-02-02 03:00 EST,5min,5,4,15:00-17:00 America/New_York,73,144
