sample,start_utc,end_utc,start_new_york,hidden_after_new_york,visible_candles,full_12h_candles
024_blind2,2024-02-21 08:25:00+00:00,2024-02-21 20:25:00+00:00,2024-02-21 03:25 EST,2024-02-21 07:50 EST,54,144
