box,start_new_york,end_new_york,low,high,bars,duration_min,range_pips,aspect_min_per_pip,progress_pips,travel_ratio,bb_width_median,score
1,2024-02-02 01:25 EST,2024-02-02 02:05 EST,1.08743,1.0881,9,45,6.7,6.72,1.0,1.84,9.65,11.18
2,2024-02-02 06:25 EST,2024-02-02 07:35 EST,1.08786,1.08852,15,75,6.6,11.36,0.8,1.67,6.59,16.73
