sample,start_utc,end_utc,start_new_york,hidden_after_new_york,visible_candles,full_12h_candles
025_blind2,2024-02-20 05:40:00+00:00,2024-02-20 17:40:00+00:00,2024-02-20 00:40 EST,2024-02-20 07:15 EST,80,144
