sample,start_utc,end_utc,start_new_york,hidden_after_new_york,visible_candles,full_12h_candles
035_blind2,2024-09-19 12:20:00+00:00,2024-09-20 00:20:00+00:00,2024-09-19 08:20 EST,2024-09-19 14:50 EST,79,144
