sample,start_utc,end_utc,start_new_york,hidden_after_new_york,visible_candles,full_12h_candles
045_blind2,2022-04-25 21:30:00+00:00,2022-04-26 09:30:00+00:00,2022-04-25 17:30 EST,2022-04-26 00:00 EST,79,144
