sample,box,status,note,box_start_new_york,box_end_new_york,box_range_pips,entry_rule,stop_r,target_r,target_mode,trade_status,direction,signal_time_new_york,signal_minutes_after_box,entry_price,box_break_buffer_pips,stop_price,target_price,risk_pips,reward_pips,outcome,exit_time_new_york,exit_price,gross_pips,net_pips,net_r_vs_box,net_risk_r,spread_pips_round_turn
49,1,accepted,all boxes fine,2022-02-28 19:10 EST,2022-02-28 19:40 EST,5.1,first_close_breakout,0.75,1.0,entry_r,filled,short,2022-02-28 19:45 EST,5.0,1.12058,0.51,1.12096,1.12007,3.82,5.1,stop,2022-02-28 19:50 EST,1.12096,-3.82,-5.02,-0.985,-1.314,1.2
49,2,accepted,all boxes fine,2022-02-28 21:30 EST,2022-02-28 22:00 EST,3.9,first_close_breakout,0.75,1.0,entry_r,filled,long,2022-02-28 22:05 EST,5.0,1.12,0.5,1.11971,1.12039,2.93,3.9,stop,2022-02-28 22:10 EST,1.11971,-2.93,-4.13,-1.058,-1.41,1.2
49,3,accepted,all boxes fine,2022-02-28 23:20 EST,2022-02-28 23:55 EST,4.8,first_close_breakout,0.75,1.0,entry_r,filled,long,2022-03-01 00:00 EST,5.0,1.12018,0.5,1.11982,1.12066,3.6,4.8,stop,2022-03-01 00:10 EST,1.11982,-3.6,-4.8,-1.0,-1.333,1.2
49,4,accepted,all boxes fine,2022-03-01 00:35 EST,2022-03-01 01:30 EST,7.6,first_close_breakout,0.75,1.0,entry_r,filled,long,2022-03-01 01:40 EST,10.0,1.12029,0.76,1.11972,1.12105,5.7,7.6,target,2022-03-01 02:05 EST,1.12105,7.6,6.4,0.842,1.123,1.2
50,1,accepted,all four good,2023-11-29 05:40 EST,2023-11-29 06:25 EST,6.9,first_close_breakout,0.75,1.0,entry_r,filled,long,2023-11-29 06:35 EST,10.0,1.09797,0.69,1.09745,1.09866,5.17,6.9,target,2023-11-29 07:15 EST,1.09866,6.9,5.7,0.826,1.101,1.2
50,2,accepted,all four good,2023-11-29 07:25 EST,2023-11-29 08:05 EST,7.4,first_close_breakout,0.75,1.0,entry_r,filled,short,2023-11-29 08:35 EST,30.0,1.09754,0.74,1.09809,1.0968,5.55,7.4,target,2023-11-29 09:00 EST,1.0968,7.4,6.2,0.838,1.117,1.2
50,3,accepted,all four good,2023-11-29 11:10 EST,2023-11-29 11:50 EST,8.7,first_close_breakout,0.75,1.0,entry_r,filled,long,2023-11-29 12:05 EST,15.0,1.09748,0.87,1.09683,1.09835,6.53,8.7,target,2023-11-29 13:45 EST,1.09835,8.7,7.5,0.862,1.149,1.2
50,4,accepted,all four good,2023-11-29 12:10 EST,2023-11-29 12:40 EST,4.7,first_close_breakout,0.75,1.0,entry_r,filled,long,2023-11-29 13:00 EST,20.0,1.09795,0.5,1.0976,1.09842,3.52,4.7,stop,2023-11-29 13:05 EST,1.0976,-3.52,-4.72,-1.005,-1.34,1.2
51,1,accepted,user said fine,2024-02-07 14:00 EST,2024-02-07 14:55 EST,5.4,first_close_breakout,0.75,1.0,entry_r,no_signal,,,,,,,,,,,,,,,,,
51,2,accepted,user said fine,2024-02-07 17:25 EST,2024-02-07 18:10 EST,3.8,first_close_breakout,0.75,1.0,entry_r,filled,long,2024-02-07 18:20 EST,10.0,1.07766,0.5,1.07737,1.07804,2.85,3.8,stop,2024-02-07 18:40 EST,1.07737,-2.85,-4.05,-1.066,-1.421,1.2
51,3,accepted,user said fine,2024-02-07 19:30 EST,2024-02-07 20:25 EST,3.9,first_close_breakout,0.75,1.0,entry_r,filled,long,2024-02-07 21:00 EST,35.0,1.07814,0.5,1.07785,1.07853,2.92,3.9,time_exit,2024-02-07 22:25 EST,1.07849,3.5,2.3,0.59,0.786,1.2
51,4,accepted,user said fine,2024-02-07 23:50 EST,2024-02-08 00:20 EST,4.4,first_close_breakout,0.75,1.0,entry_r,no_signal,,,,,,,,,,,,,,,,,
52,1,accepted,good,2024-11-26 02:15 EST,2024-11-26 02:40 EST,12.4,first_close_breakout,0.75,1.0,entry_r,filled,short,2024-11-26 03:10 EST,30.0,1.04719,1.24,1.04812,1.04595,9.3,12.4,stop,2024-11-26 03:15 EST,1.04812,-9.3,-10.5,-0.847,-1.129,1.2
52,2,accepted,good,2024-11-26 05:20 EST,2024-11-26 06:15 EST,11.9,first_close_breakout,0.75,1.0,entry_r,filled,short,2024-11-26 06:20 EST,5.0,1.05054,1.19,1.05143,1.04935,8.92,11.9,stop,2024-11-26 06:35 EST,1.05143,-8.92,-10.12,-0.851,-1.134,1.2
52,4,accepted,good,2024-11-26 12:15 EST,2024-11-26 13:10 EST,10.3,first_close_breakout,0.75,1.0,entry_r,filled,short,2024-11-26 13:25 EST,15.0,1.0462,1.03,1.04697,1.04517,7.73,10.3,stop,2024-11-26 14:00 EST,1.04697,-7.73,-8.93,-0.867,-1.155,1.2
53,1,accepted,correct,2025-06-24 22:50 EST,2025-06-24 23:40 EST,5.7,first_close_breakout,0.75,1.0,entry_r,filled,short,2025-06-24 23:45 EST,5.0,1.16163,0.57,1.16206,1.16106,4.28,5.7,target,2025-06-25 01:20 EST,1.16106,5.7,4.5,0.789,1.053,1.2
53,2,accepted,correct,2025-06-25 00:15 EST,2025-06-25 01:10 EST,6.1,first_close_breakout,0.75,1.0,entry_r,filled,short,2025-06-25 01:20 EST,10.0,1.1611,0.61,1.16156,1.16049,4.57,6.1,stop,2025-06-25 01:35 EST,1.16156,-4.57,-5.77,-0.947,-1.262,1.2
53,4,accepted,correct,2025-06-25 07:40 EST,2025-06-25 08:20 EST,8.6,first_close_breakout,0.75,1.0,entry_r,filled,short,2025-06-25 08:25 EST,5.0,1.15957,0.86,1.16021,1.15871,6.45,8.6,stop,2025-06-25 09:20 EST,1.16021,-6.45,-7.65,-0.89,-1.186,1.2
54,1,accepted,all correct,2024-02-07 05:40 EST,2024-02-07 06:20 EST,8.5,first_close_breakout,0.75,1.0,entry_r,filled,long,2024-02-07 06:30 EST,10.0,1.07722,0.85,1.07658,1.07807,6.38,8.5,time_exit,2024-02-07 08:20 EST,1.0779,6.8,5.6,0.659,0.878,1.2
54,2,accepted,all correct,2024-02-07 06:40 EST,2024-02-07 07:35 EST,8.0,first_close_breakout,0.75,1.0,entry_r,filled,long,2024-02-07 08:00 EST,25.0,1.0776,0.8,1.077,1.0784,6.0,8.0,target,2024-02-07 08:30 EST,1.0784,8.0,6.8,0.85,1.133,1.2
54,3,accepted,all correct,2024-02-07 12:10 EST,2024-02-07 12:55 EST,6.4,first_close_breakout,0.75,1.0,entry_r,filled,long,2024-02-07 13:05 EST,10.0,1.07689,0.64,1.07641,1.07753,4.8,6.4,target,2024-02-07 14:40 EST,1.07753,6.4,5.2,0.812,1.083,1.2
54,4,accepted,all correct,2024-02-07 14:00 EST,2024-02-07 14:55 EST,5.4,first_close_breakout,0.75,1.0,entry_r,no_signal,,,,,,,,,,,,,,,,,
55,1,questionable,questionable confidence downgrade,2021-09-30 13:40 EST,2021-09-30 14:30 EST,9.0,first_close_breakout,0.75,1.0,entry_r,filled,long,2021-09-30 14:35 EST,5.0,1.15738,0.9,1.15671,1.15828,6.75,9.0,target,2021-09-30 14:55 EST,1.15828,9.0,7.8,0.867,1.156,1.2
55,2,accepted,correct,2021-09-30 17:20 EST,2021-09-30 18:15 EST,4.8,first_close_breakout,0.75,1.0,entry_r,filled,short,2021-09-30 19:10 EST,55.0,1.1578,0.5,1.15816,1.15732,3.6,4.8,target,2021-09-30 19:50 EST,1.15732,4.8,3.6,0.75,1.0,1.2
55,3,accepted,correct,2021-09-30 19:30 EST,2021-09-30 20:25 EST,7.6,first_close_breakout,0.75,1.0,entry_r,filled,short,2021-09-30 20:45 EST,20.0,1.15688,0.76,1.15745,1.15612,5.7,7.6,stop,2021-09-30 21:50 EST,1.15745,-5.7,-6.9,-0.908,-1.211,1.2
