box,start_new_york,end_new_york,low,high,bars,duration_min,range_pips,aspect_min_per_pip,progress_pips,travel_ratio,bb_width_median,score
1,2022-09-21 21:40 EST,2022-09-21 22:35 EST,0.98117,0.98234,12,60,11.7,5.13,2.6,2.14,12.09,9.66
2,2022-09-22 00:20 EST,2022-09-22 00:45 EST,0.98232,0.98291,6,30,5.9,5.08,0.2,0.75,13.9,10.56
