sample,start,end,timeframe,bb_period,std_mult,candles,bb_width_q1_pips,bb_width_median_pips,bb_width_q3_pips
001,2024-02-07 01:00:00+00:00,2024-02-07 13:00:00+00:00,5min,5,4,144,6.15,8.79,12.43
