stop_r,target_r,target_mode,boxes_tested,signals,targets,stops,time_exits,win_rate,positive_net_trades,negative_net_trades,positive_net_rate,gross_pips_total,gross_pips_avg,net_pips_total,net_pips_avg,net_risk_r_avg,profit_factor_net_pips
1.0,1.0,box_extension_r,33,29,17,10,2,0.586,18,10,0.621,-0.4,-0.01,-35.2,-1.21,-0.148,0.597
