box,start_new_york,end_new_york,low,high,bars,duration_min,range_pips,aspect_min_per_pip,progress_pips,travel_ratio,bb_width_median,score
1,2024-06-11 00:50 EST,2024-06-11 02:05 EST,1.07643,1.077,16,80,5.7,14.04,0.9,2.63,4.11,18.85
2,2024-06-11 03:15 EST,2024-06-11 04:10 EST,1.0761,1.07688,12,60,7.8,7.69,1.4,2.06,12.38,10.4
