sample,start_utc,end_utc,start_new_york,hidden_after_new_york,visible_candles,full_12h_candles
032_blind2,2024-06-11 03:40:00+00:00,2024-06-11 15:40:00+00:00,2024-06-10 23:40 EST,2024-06-11 04:10 EST,55,144
