box,start_new_york,end_new_york,low,high,bars,duration_min,range_pips,aspect_min_per_pip,progress_pips,travel_ratio,bb_width_median,score
1,2024-04-11 06:45 EST,2024-04-11 08:00 EST,1.07255,1.07344,16,80,8.9,8.99,0.2,1.8,10.12,12.95
2,2024-04-11 12:05 EST,2024-04-11 12:40 EST,1.07136,1.07196,8,40,6.0,6.67,0.2,1.22,7.59,11.35
