sample,start_utc,end_utc,start_new_york,hidden_after_new_york,visible_candles,full_12h_candles
029_blind2,2024-04-11 09:55:00+00:00,2024-04-11 21:55:00+00:00,2024-04-11 05:55 EST,2024-04-11 12:40 EST,82,144
