sample,start_utc,end_utc,start_new_york,end_new_york,timeframe,bb_period,std_mult,excluded_late_ny,candles,bb_width_q1_pips,bb_width_median_pips,bb_width_q3_pips
008,2024-02-23 02:05:00+00:00,2024-02-23 14:05:00+00:00,2024-02-22 21:05 EST,2024-02-23 09:05 EST,5min,5,4,15:00-17:00 America/New_York,144,6.22,9.47,12.51
