box,start_new_york,end_new_york,low,high,bars,duration_min,range_pips,aspect_min_per_pip,progress_pips,travel_ratio,bb_width_median,score
1,2024-08-13 23:10 EST,2024-08-14 00:25 EST,1.09886,1.09928,16,80,4.2,19.05,1.4,1.76,2.88,23.2
2,2024-08-14 00:45 EST,2024-08-14 01:45 EST,1.09904,1.09948,13,65,4.4,14.77,1.2,1.68,5.69,17.71
