sample,start_utc,end_utc,start_new_york,hidden_after_new_york,visible_candles,full_12h_candles
022_blind2,2024-02-22 00:45:00+00:00,2024-02-22 12:45:00+00:00,2024-02-21 19:45 EST,2024-02-21 23:20 EST,44,144
