sample,start_utc,end_utc,start_new_york,end_new_york,timeframe,bb_period,std_mult,excluded_late_ny,candles,bb_width_q1_pips,bb_width_median_pips,bb_width_q3_pips
003,2024-02-27 22:35:00+00:00,2024-02-28 10:35:00+00:00,2024-02-27 17:35 EST,2024-02-28 05:35 EST,5min,5,4,15:00-17:00 America/New_York,144,3.77,6.9,11.47
