box,start_new_york,end_new_york,low,high,bars,duration_min,range_pips,aspect_min_per_pip,progress_pips,travel_ratio,bb_width_median,score
1,2024-05-15 23:10 EST,2024-05-16 00:25 EST,1.08841,1.08894,16,80,5.3,15.09,0.2,1.81,6.22,19.28
2,2024-05-16 02:15 EST,2024-05-16 03:15 EST,1.0874,1.08796,13,65,5.6,11.61,0.8,1.61,4.92,15.69
