stop_r,target_r,target_mode,boxes_tested,signals,targets,stops,time_exits,win_rate,positive_net_trades,negative_net_trades,positive_net_rate,gross_pips_total,gross_pips_avg,net_pips_total,net_pips_avg,net_risk_r_avg,profit_factor_net_pips
2.0,1.0,box_extension_r,33,29,21,3,5,0.724,22,6,0.759,11.2,0.39,-23.6,-0.81,-0.001,0.722
