stop_pips,target_r,target_mode,risk_per_trade_pct,boxes_tested,signals,targets,stops,time_exits,win_rate,positive_net_trades,negative_net_trades,positive_net_rate,avg_reward_to_risk,gross_pips_total,net_pips_total,net_pips_avg,net_risk_r_avg,profit_factor_net_pips,sum_net_risk_r,roi_pct,max_drawdown_pct,ending_equity_index
7.0,1.0,box_extension_r,0.5,33,29,17,10,2,0.586,18,10,0.621,0.669,5.0,-29.8,-1.03,-0.147,0.637,-4.255,-2.13,2.72,97.87
