sample,start_utc,end_utc,start_new_york,hidden_after_new_york,visible_candles,full_12h_candles
023_blind2,2024-02-05 02:35:00+00:00,2024-02-05 14:35:00+00:00,2024-02-04 21:35 EST,2024-02-05 00:50 EST,40,144
