box,start_new_york,end_new_york,low,high,bars,duration_min,range_pips,aspect_min_per_pip,progress_pips,travel_ratio,bb_width_median,score
1,2024-07-29 21:35 EST,2024-07-29 22:45 EST,1.08144,1.08186,15,75,4.2,17.86,0.5,2.07,5.5,21.12
2,2024-07-30 00:40 EST,2024-07-30 01:50 EST,1.082,1.0825,15,75,5.0,15.0,2.7,1.76,4.69,17.77
