sample,start_utc,end_utc,start_new_york,hidden_after_new_york,visible_candles,full_12h_candles
033_blind2,2024-07-30 00:20:00+00:00,2024-07-30 12:20:00+00:00,2024-07-29 20:20 EST,2024-07-30 01:50 EST,67,144
