sample,box,status,note,box_start_new_york,box_end_new_york,box_range_pips,entry_rule,stop_r,target_r,target_mode,trade_status,direction,signal_time_new_york,signal_minutes_after_box,entry_price,box_break_buffer_pips,stop_price,target_price,risk_pips,reward_pips,outcome,exit_time_new_york,exit_price,gross_pips,net_pips,net_r_vs_box,net_risk_r,spread_pips_round_turn
49,1,accepted,all boxes fine,2022-02-28 19:10 EST,2022-02-28 19:40 EST,5.1,first_close_breakout,2.5,1.0,entry_r,filled,short,2022-02-28 19:45 EST,5.0,1.12058,0.51,1.12185,1.12007,12.75,5.1,target,2022-02-28 21:10 EST,1.12007,5.1,3.9,0.765,0.306,1.2
49,2,accepted,all boxes fine,2022-02-28 21:30 EST,2022-02-28 22:00 EST,3.9,first_close_breakout,2.5,1.0,entry_r,filled,long,2022-02-28 22:05 EST,5.0,1.12,0.5,1.11903,1.12039,9.75,3.9,time_exit,2022-03-01 00:00 EST,1.12018,1.8,0.6,0.154,0.062,1.2
49,3,accepted,all boxes fine,2022-02-28 23:20 EST,2022-02-28 23:55 EST,4.8,first_close_breakout,2.5,1.0,entry_r,filled,long,2022-03-01 00:00 EST,5.0,1.12018,0.5,1.11898,1.12066,12.0,4.8,target,2022-03-01 01:45 EST,1.12066,4.8,3.6,0.75,0.3,1.2
49,4,accepted,all boxes fine,2022-03-01 00:35 EST,2022-03-01 01:30 EST,7.6,first_close_breakout,2.5,1.0,entry_r,filled,long,2022-03-01 01:40 EST,10.0,1.12029,0.76,1.11839,1.12105,19.0,7.6,target,2022-03-01 02:05 EST,1.12105,7.6,6.4,0.842,0.337,1.2
50,1,accepted,all four good,2023-11-29 05:40 EST,2023-11-29 06:25 EST,6.9,first_close_breakout,2.5,1.0,entry_r,filled,long,2023-11-29 06:35 EST,10.0,1.09797,0.69,1.09625,1.09866,17.25,6.9,target,2023-11-29 07:15 EST,1.09866,6.9,5.7,0.826,0.33,1.2
50,2,accepted,all four good,2023-11-29 07:25 EST,2023-11-29 08:05 EST,7.4,first_close_breakout,2.5,1.0,entry_r,filled,short,2023-11-29 08:35 EST,30.0,1.09754,0.74,1.09939,1.0968,18.5,7.4,target,2023-11-29 09:00 EST,1.0968,7.4,6.2,0.838,0.335,1.2
50,3,accepted,all four good,2023-11-29 11:10 EST,2023-11-29 11:50 EST,8.7,first_close_breakout,2.5,1.0,entry_r,filled,long,2023-11-29 12:05 EST,15.0,1.09748,0.87,1.0953,1.09835,21.75,8.7,target,2023-11-29 13:45 EST,1.09835,8.7,7.5,0.862,0.345,1.2
50,4,accepted,all four good,2023-11-29 12:10 EST,2023-11-29 12:40 EST,4.7,first_close_breakout,2.5,1.0,entry_r,filled,long,2023-11-29 13:00 EST,20.0,1.09795,0.5,1.09678,1.09842,11.75,4.7,target,2023-11-29 13:50 EST,1.09842,4.7,3.5,0.745,0.298,1.2
51,1,accepted,user said fine,2024-02-07 14:00 EST,2024-02-07 14:55 EST,5.4,first_close_breakout,2.5,1.0,entry_r,no_signal,,,,,,,,,,,,,,,,,
51,2,accepted,user said fine,2024-02-07 17:25 EST,2024-02-07 18:10 EST,3.8,first_close_breakout,2.5,1.0,entry_r,filled,long,2024-02-07 18:20 EST,10.0,1.07766,0.5,1.07671,1.07804,9.5,3.8,time_exit,2024-02-07 20:10 EST,1.07778,1.2,-0.0,-0.0,-0.0,1.2
51,3,accepted,user said fine,2024-02-07 19:30 EST,2024-02-07 20:25 EST,3.9,first_close_breakout,2.5,1.0,entry_r,filled,long,2024-02-07 21:00 EST,35.0,1.07814,0.5,1.07717,1.07853,9.75,3.9,time_exit,2024-02-07 22:25 EST,1.07849,3.5,2.3,0.59,0.236,1.2
51,4,accepted,user said fine,2024-02-07 23:50 EST,2024-02-08 00:20 EST,4.4,first_close_breakout,2.5,1.0,entry_r,no_signal,,,,,,,,,,,,,,,,,
52,1,accepted,good,2024-11-26 02:15 EST,2024-11-26 02:40 EST,12.4,first_close_breakout,2.5,1.0,entry_r,filled,short,2024-11-26 03:10 EST,30.0,1.04719,1.24,1.05029,1.04595,31.0,12.4,stop,2024-11-26 04:00 EST,1.05029,-31.0,-32.2,-2.597,-1.039,1.2
52,2,accepted,good,2024-11-26 05:20 EST,2024-11-26 06:15 EST,11.9,first_close_breakout,2.5,1.0,entry_r,filled,short,2024-11-26 06:20 EST,5.0,1.05054,1.19,1.05351,1.04935,29.75,11.9,stop,2024-11-26 07:15 EST,1.05351,-29.75,-30.95,-2.601,-1.04,1.2
52,4,accepted,good,2024-11-26 12:15 EST,2024-11-26 13:10 EST,10.3,first_close_breakout,2.5,1.0,entry_r,filled,short,2024-11-26 13:25 EST,15.0,1.0462,1.03,1.04878,1.04517,25.75,10.3,time_exit,2024-11-26 14:00 EST,1.0471,-9.0,-10.2,-0.99,-0.396,1.2
53,1,accepted,correct,2025-06-24 22:50 EST,2025-06-24 23:40 EST,5.7,first_close_breakout,2.5,1.0,entry_r,filled,short,2025-06-24 23:45 EST,5.0,1.16163,0.57,1.16305,1.16106,14.25,5.7,target,2025-06-25 01:20 EST,1.16106,5.7,4.5,0.789,0.316,1.2
53,2,accepted,correct,2025-06-25 00:15 EST,2025-06-25 01:10 EST,6.1,first_close_breakout,2.5,1.0,entry_r,filled,short,2025-06-25 01:20 EST,10.0,1.1611,0.61,1.16263,1.16049,15.25,6.1,target,2025-06-25 02:55 EST,1.16049,6.1,4.9,0.803,0.321,1.2
53,4,accepted,correct,2025-06-25 07:40 EST,2025-06-25 08:20 EST,8.6,first_close_breakout,2.5,1.0,entry_r,filled,short,2025-06-25 08:25 EST,5.0,1.15957,0.86,1.16172,1.15871,21.5,8.6,time_exit,2025-06-25 09:45 EST,1.15999,-4.2,-5.4,-0.628,-0.251,1.2
54,1,accepted,all correct,2024-02-07 05:40 EST,2024-02-07 06:20 EST,8.5,first_close_breakout,2.5,1.0,entry_r,filled,long,2024-02-07 06:30 EST,10.0,1.07722,0.85,1.0751,1.07807,21.25,8.5,time_exit,2024-02-07 08:20 EST,1.0779,6.8,5.6,0.659,0.264,1.2
54,2,accepted,all correct,2024-02-07 06:40 EST,2024-02-07 07:35 EST,8.0,first_close_breakout,2.5,1.0,entry_r,filled,long,2024-02-07 08:00 EST,25.0,1.0776,0.8,1.0756,1.0784,20.0,8.0,target,2024-02-07 08:30 EST,1.0784,8.0,6.8,0.85,0.34,1.2
54,3,accepted,all correct,2024-02-07 12:10 EST,2024-02-07 12:55 EST,6.4,first_close_breakout,2.5,1.0,entry_r,filled,long,2024-02-07 13:05 EST,10.0,1.07689,0.64,1.07529,1.07753,16.0,6.4,target,2024-02-07 14:40 EST,1.07753,6.4,5.2,0.812,0.325,1.2
54,4,accepted,all correct,2024-02-07 14:00 EST,2024-02-07 14:55 EST,5.4,first_close_breakout,2.5,1.0,entry_r,no_signal,,,,,,,,,,,,,,,,,
55,1,questionable,questionable confidence downgrade,2021-09-30 13:40 EST,2021-09-30 14:30 EST,9.0,first_close_breakout,2.5,1.0,entry_r,filled,long,2021-09-30 14:35 EST,5.0,1.15738,0.9,1.15513,1.15828,22.5,9.0,target,2021-09-30 14:55 EST,1.15828,9.0,7.8,0.867,0.347,1.2
55,2,accepted,correct,2021-09-30 17:20 EST,2021-09-30 18:15 EST,4.8,first_close_breakout,2.5,1.0,entry_r,filled,short,2021-09-30 19:10 EST,55.0,1.1578,0.5,1.159,1.15732,12.0,4.8,target,2021-09-30 19:50 EST,1.15732,4.8,3.6,0.75,0.3,1.2
55,3,accepted,correct,2021-09-30 19:30 EST,2021-09-30 20:25 EST,7.6,first_close_breakout,2.5,1.0,entry_r,filled,short,2021-09-30 20:45 EST,20.0,1.15688,0.76,1.15878,1.15612,19.0,7.6,time_exit,2021-09-30 22:25 EST,1.15768,-8.0,-9.2,-1.211,-0.484,1.2
55,4,accepted,correct,2021-09-30 21:55 EST,2021-09-30 22:50 EST,7.6,first_close_breakout,2.5,1.0,entry_r,no_signal,,,,,,,,,,,,,,,,,
56,1,accepted,correct,2022-08-28 23:15 EST,2022-08-29 00:10 EST,6.6,first_close_breakout,2.5,1.0,entry_r,filled,short,2022-08-29 00:30 EST,20.0,0.99184,0.66,0.99349,0.99118,16.5,6.6,stop,2022-08-29 02:05 EST,0.99349,-16.5,-17.7,-2.682,-1.073,1.2
56,2,accepted,correct,2022-08-29 00:35 EST,2022-08-29 01:20 EST,6.3,first_close_breakout,2.5,1.0,entry_r,filled,long,2022-08-29 01:50 EST,30.0,0.99228,0.63,0.9907,0.99291,15.75,6.3,target,2022-08-29 02:05 EST,0.99291,6.3,5.1,0.81,0.324,1.2
56,3,accepted,missed marginal shelf around 0400,2022-08-29 03:35 EST,2022-08-29 04:05 EST,12.0,first_close_breakout,2.5,1.0,entry_r,filled,short,2022-08-29 04:10 EST,5.0,0.99276,1.2,0.99576,0.99156,30.0,12.0,stop,2022-08-29 05:20 EST,0.99576,-30.0,-31.2,-2.6,-1.04,1.2
57,1,accepted,all correct,2021-12-27 00:35 EST,2021-12-27 01:30 EST,4.1,first_close_breakout,2.5,1.0,entry_r,filled,long,2021-12-27 01:35 EST,5.0,1.13186,0.5,1.13084,1.13227,10.25,4.1,target,2021-12-27 02:30 EST,1.13227,4.1,2.9,0.707,0.283,1.2
57,2,accepted,all correct,2021-12-27 01:50 EST,2021-12-27 02:20 EST,4.2,first_close_breakout,2.5,1.0,entry_r,filled,long,2021-12-27 02:25 EST,5.0,1.13224,0.5,1.13119,1.13266,10.5,4.2,target,2021-12-27 02:40 EST,1.13266,4.2,3.0,0.714,0.286,1.2
57,3,accepted,all correct,2021-12-27 04:10 EST,2021-12-27 04:50 EST,6.7,first_close_breakout,2.5,1.0,entry_r,filled,long,2021-12-27 05:05 EST,15.0,1.13166,0.67,1.12999,1.13233,16.75,6.7,time_exit,2021-12-27 06:50 EST,1.13166,0.0,-1.2,-0.179,-0.072,1.2
57,4,accepted,all correct,2021-12-27 08:10 EST,2021-12-27 09:00 EST,5.3,first_close_breakout,2.5,1.0,entry_r,filled,long,2021-12-27 09:15 EST,15.0,1.13154,0.53,1.13021,1.13207,13.25,5.3,target,2021-12-27 09:30 EST,1.13207,5.3,4.1,0.774,0.309,1.2
