box,start_new_york,end_new_york,low,high,bars,duration_min,range_pips,aspect_min_per_pip,progress_pips,travel_ratio,bb_width_median,score
1,2024-02-09 00:15 EST,2024-02-09 01:25 EST,1.07696,1.07739,15,75,4.3,17.44,0.3,1.47,3.34,23.17
2,2024-02-09 05:30 EST,2024-02-09 06:45 EST,1.07636,1.0771,16,80,7.4,10.81,1.8,2.43,9.11,13.65
