sample,box,status,note,box_start_new_york,box_end_new_york,box_range_pips,entry_rule,stop_r,target_r,target_mode,trade_status,direction,signal_time_new_york,signal_minutes_after_box,entry_price,box_break_buffer_pips,stop_price,target_price,risk_pips,reward_pips,outcome,exit_time_new_york,exit_price,gross_pips,net_pips,net_r_vs_box,net_risk_r,spread_pips_round_turn
49,1,accepted,all boxes fine,2022-02-28 19:10 EST,2022-02-28 19:40 EST,5.1,first_close_breakout,0.5,1.0,entry_r,filled,short,2022-02-28 19:45 EST,5.0,1.12058,0.51,1.12083,1.12007,2.55,5.1,stop,2022-02-28 19:50 EST,1.12083,-2.55,-3.75,-0.735,-1.471,1.2
49,2,accepted,all boxes fine,2022-02-28 21:30 EST,2022-02-28 22:00 EST,3.9,first_close_breakout,0.5,1.0,entry_r,filled,long,2022-02-28 22:05 EST,5.0,1.12,0.5,1.11981,1.12039,1.95,3.9,stop,2022-02-28 22:10 EST,1.11981,-1.95,-3.15,-0.808,-1.615,1.2
49,3,accepted,all boxes fine,2022-02-28 23:20 EST,2022-02-28 23:55 EST,4.8,first_close_breakout,0.5,1.0,entry_r,filled,long,2022-03-01 00:00 EST,5.0,1.12018,0.5,1.11994,1.12066,2.4,4.8,stop,2022-03-01 00:10 EST,1.11994,-2.4,-3.6,-0.75,-1.5,1.2
49,4,accepted,all boxes fine,2022-03-01 00:35 EST,2022-03-01 01:30 EST,7.6,first_close_breakout,0.5,1.0,entry_r,filled,long,2022-03-01 01:40 EST,10.0,1.12029,0.76,1.11991,1.12105,3.8,7.6,target,2022-03-01 02:05 EST,1.12105,7.6,6.4,0.842,1.684,1.2
50,1,accepted,all four good,2023-11-29 05:40 EST,2023-11-29 06:25 EST,6.9,first_close_breakout,0.5,1.0,entry_r,filled,long,2023-11-29 06:35 EST,10.0,1.09797,0.69,1.09762,1.09866,3.45,6.9,target,2023-11-29 07:15 EST,1.09866,6.9,5.7,0.826,1.652,1.2
50,2,accepted,all four good,2023-11-29 07:25 EST,2023-11-29 08:05 EST,7.4,first_close_breakout,0.5,1.0,entry_r,filled,short,2023-11-29 08:35 EST,30.0,1.09754,0.74,1.09791,1.0968,3.7,7.4,stop,2023-11-29 08:55 EST,1.09791,-3.7,-4.9,-0.662,-1.324,1.2
50,3,accepted,all four good,2023-11-29 11:10 EST,2023-11-29 11:50 EST,8.7,first_close_breakout,0.5,1.0,entry_r,filled,long,2023-11-29 12:05 EST,15.0,1.09748,0.87,1.09705,1.09835,4.35,8.7,target,2023-11-29 13:45 EST,1.09835,8.7,7.5,0.862,1.724,1.2
50,4,accepted,all four good,2023-11-29 12:10 EST,2023-11-29 12:40 EST,4.7,first_close_breakout,0.5,1.0,entry_r,filled,long,2023-11-29 13:00 EST,20.0,1.09795,0.5,1.09771,1.09842,2.35,4.7,stop,2023-11-29 13:05 EST,1.09771,-2.35,-3.55,-0.755,-1.511,1.2
51,1,accepted,user said fine,2024-02-07 14:00 EST,2024-02-07 14:55 EST,5.4,first_close_breakout,0.5,1.0,entry_r,no_signal,,,,,,,,,,,,,,,,,
51,2,accepted,user said fine,2024-02-07 17:25 EST,2024-02-07 18:10 EST,3.8,first_close_breakout,0.5,1.0,entry_r,filled,long,2024-02-07 18:20 EST,10.0,1.07766,0.5,1.07747,1.07804,1.9,3.8,stop,2024-02-07 18:35 EST,1.07747,-1.9,-3.1,-0.816,-1.632,1.2
51,3,accepted,user said fine,2024-02-07 19:30 EST,2024-02-07 20:25 EST,3.9,first_close_breakout,0.5,1.0,entry_r,filled,long,2024-02-07 21:00 EST,35.0,1.07814,0.5,1.07795,1.07853,1.95,3.9,time_exit,2024-02-07 22:25 EST,1.07849,3.5,2.3,0.59,1.179,1.2
51,4,accepted,user said fine,2024-02-07 23:50 EST,2024-02-08 00:20 EST,4.4,first_close_breakout,0.5,1.0,entry_r,no_signal,,,,,,,,,,,,,,,,,
52,1,accepted,good,2024-11-26 02:15 EST,2024-11-26 02:40 EST,12.4,first_close_breakout,0.5,1.0,entry_r,filled,short,2024-11-26 03:10 EST,30.0,1.04719,1.24,1.04781,1.04595,6.2,12.4,stop,2024-11-26 03:15 EST,1.04781,-6.2,-7.4,-0.597,-1.194,1.2
52,2,accepted,good,2024-11-26 05:20 EST,2024-11-26 06:15 EST,11.9,first_close_breakout,0.5,1.0,entry_r,filled,short,2024-11-26 06:20 EST,5.0,1.05054,1.19,1.05113,1.04935,5.95,11.9,stop,2024-11-26 06:30 EST,1.05113,-5.95,-7.15,-0.601,-1.202,1.2
52,4,accepted,good,2024-11-26 12:15 EST,2024-11-26 13:10 EST,10.3,first_close_breakout,0.5,1.0,entry_r,filled,short,2024-11-26 13:25 EST,15.0,1.0462,1.03,1.04672,1.04517,5.15,10.3,stop,2024-11-26 13:45 EST,1.04672,-5.15,-6.35,-0.617,-1.233,1.2
