box,start_new_york,end_new_york,low,high,bars,duration_min,range_pips,aspect_min_per_pip,progress_pips,travel_ratio,bb_width_median,score
1,2024-12-24 01:30 EST,2024-12-24 02:25 EST,1.03933,1.03986,12,60,5.3,11.32,1.5,2.74,7.74,14.28
2,2024-12-24 04:55 EST,2024-12-24 05:50 EST,1.03892,1.03966,12,60,7.4,8.11,1.0,1.68,8.7,12.26
