box,start_new_york,end_new_york,low,high,bars,duration_min,range_pips,aspect_min_per_pip,progress_pips,travel_ratio,bb_width_median,score
1,2024-04-30 00:10 EST,2024-04-30 01:25 EST,1.07024,1.07068,16,80,4.4,18.18,0.8,2.45,7.31,22.44
2,2024-04-30 02:50 EST,2024-04-30 04:05 EST,1.07004,1.071,16,80,9.6,8.33,0.5,2.0,12.1,12.59
