sample,start_utc,end_utc,start_new_york,hidden_after_new_york,visible_candles,full_12h_candles
026_blind2,2024-03-08 05:30:00+00:00,2024-03-08 17:30:00+00:00,2024-03-08 00:30 EST,2024-03-08 07:55 EST,90,144
