sample,box,status,note,box_start_new_york,box_end_new_york,box_range_pips,entry_rule,stop_r,target_r,target_mode,trade_status,direction,signal_time_new_york,signal_minutes_after_box,entry_price,box_break_buffer_pips,stop_price,target_price,risk_pips,reward_pips,outcome,exit_time_new_york,exit_price,gross_pips,net_pips,net_r_vs_box,net_risk_r,spread_pips_round_turn
49,1,accepted,all boxes fine,2022-02-28 19:10 EST,2022-02-28 19:40 EST,5.1,first_close_breakout,0.33,1.0,entry_r,filled,short,2022-02-28 19:45 EST,5.0,1.12058,0.51,1.12075,1.12007,1.68,5.1,stop,2022-02-28 19:50 EST,1.12075,-1.68,-2.88,-0.565,-1.713,1.2
49,2,accepted,all boxes fine,2022-02-28 21:30 EST,2022-02-28 22:00 EST,3.9,first_close_breakout,0.33,1.0,entry_r,filled,long,2022-02-28 22:05 EST,5.0,1.12,0.5,1.11987,1.12039,1.29,3.9,stop,2022-02-28 22:10 EST,1.11987,-1.29,-2.49,-0.638,-1.932,1.2
49,3,accepted,all boxes fine,2022-02-28 23:20 EST,2022-02-28 23:55 EST,4.8,first_close_breakout,0.33,1.0,entry_r,filled,long,2022-03-01 00:00 EST,5.0,1.12018,0.5,1.12002,1.12066,1.58,4.8,stop,2022-03-01 00:05 EST,1.12002,-1.58,-2.78,-0.58,-1.758,1.2
49,4,accepted,all boxes fine,2022-03-01 00:35 EST,2022-03-01 01:30 EST,7.6,first_close_breakout,0.33,1.0,entry_r,filled,long,2022-03-01 01:40 EST,10.0,1.12029,0.76,1.12004,1.12105,2.51,7.6,target,2022-03-01 02:05 EST,1.12105,7.6,6.4,0.842,2.552,1.2
50,1,accepted,all four good,2023-11-29 05:40 EST,2023-11-29 06:25 EST,6.9,first_close_breakout,0.33,1.0,entry_r,filled,long,2023-11-29 06:35 EST,10.0,1.09797,0.69,1.09774,1.09866,2.28,6.9,target,2023-11-29 07:15 EST,1.09866,6.9,5.7,0.826,2.503,1.2
50,2,accepted,all four good,2023-11-29 07:25 EST,2023-11-29 08:05 EST,7.4,first_close_breakout,0.33,1.0,entry_r,filled,short,2023-11-29 08:35 EST,30.0,1.09754,0.74,1.09778,1.0968,2.44,7.4,stop,2023-11-29 08:45 EST,1.09778,-2.44,-3.64,-0.492,-1.491,1.2
50,3,accepted,all four good,2023-11-29 11:10 EST,2023-11-29 11:50 EST,8.7,first_close_breakout,0.33,1.0,entry_r,filled,long,2023-11-29 12:05 EST,15.0,1.09748,0.87,1.09719,1.09835,2.87,8.7,target,2023-11-29 13:45 EST,1.09835,8.7,7.5,0.862,2.612,1.2
50,4,accepted,all four good,2023-11-29 12:10 EST,2023-11-29 12:40 EST,4.7,first_close_breakout,0.33,1.0,entry_r,filled,long,2023-11-29 13:00 EST,20.0,1.09795,0.5,1.09779,1.09842,1.55,4.7,stop,2023-11-29 13:05 EST,1.09779,-1.55,-2.75,-0.585,-1.774,1.2
51,1,accepted,user said fine,2024-02-07 14:00 EST,2024-02-07 14:55 EST,5.4,first_close_breakout,0.33,1.0,entry_r,no_signal,,,,,,,,,,,,,,,,,
51,2,accepted,user said fine,2024-02-07 17:25 EST,2024-02-07 18:10 EST,3.8,first_close_breakout,0.33,1.0,entry_r,filled,long,2024-02-07 18:20 EST,10.0,1.07766,0.5,1.07753,1.07804,1.25,3.8,stop,2024-02-07 18:30 EST,1.07753,-1.25,-2.45,-0.646,-1.957,1.2
