sample,start_utc,end_utc,start_new_york,hidden_after_new_york,visible_candles,full_12h_candles
019_blind2,2024-02-02 06:05:00+00:00,2024-02-02 18:05:00+00:00,2024-02-02 01:05 EST,2024-02-02 07:25 EST,77,144
