sample,start_utc,end_utc,start_new_york,hidden_after_new_york,visible_candles,full_12h_candles
037_blind2,2024-11-14 23:05:00+00:00,2024-11-15 11:05:00+00:00,2024-11-14 18:05 EST,2024-11-15 00:35 EST,79,144
