box,start_new_york,end_new_york,low,high,bars,duration_min,range_pips,aspect_min_per_pip,progress_pips,travel_ratio,bb_width_median,score
1,2024-11-14 21:55 EST,2024-11-14 22:45 EST,1.05406,1.0546,11,55,5.4,10.19,2.6,1.74,7.75,13.21
2,2024-11-14 23:40 EST,2024-11-15 00:35 EST,1.05393,1.0544,12,60,4.7,12.77,1.2,2.04,4.77,17.06
