sample,start_utc,end_utc,start_new_york,hidden_after_new_york,visible_candles,full_12h_candles
028_blind2,2024-03-15 03:35:00+00:00,2024-03-15 15:35:00+00:00,2024-03-14 23:35 EST,2024-03-15 07:35 EST,97,144
