box,start_new_york,end_new_york,low,high,bars,duration_min,range_pips,aspect_min_per_pip,progress_pips,travel_ratio,bb_width_median,score
1,2024-02-27 20:40 EST,2024-02-27 22:00 EST,1.0837,1.08417,17,85,4.7,18.09,1.5,2.36,6.87,20.58
2,2024-02-27 22:30 EST,2024-02-28 00:10 EST,1.08316,1.08357,21,105,4.1,25.61,0.8,1.98,3.29,30.04
