sample,start_utc,end_utc,start_new_york,hidden_after_new_york,visible_candles,full_12h_candles
041_blind2,2023-09-28 10:35:00+00:00,2023-09-28 22:35:00+00:00,2023-09-28 06:35 EST,2023-09-28 14:10 EST,92,144
