box,start_new_york,end_new_york,low,high,bars,duration_min,range_pips,aspect_min_per_pip,progress_pips,travel_ratio,bb_width_median,score
1,2024-02-22 23:20 EST,2024-02-23 00:30 EST,1.08243,1.08286,15,75,4.3,17.44,2.2,1.65,4.84,20.77
2,2024-02-23 00:50 EST,2024-02-23 02:05 EST,1.08212,1.08276,16,80,6.4,12.5,3.0,2.38,8.56,14.44
