sample,start_utc,end_utc,start_new_york,hidden_after_new_york,visible_candles,full_12h_candles
021_blind2,2024-02-23 03:35:00+00:00,2024-02-23 15:35:00+00:00,2024-02-22 22:35 EST,2024-02-23 02:05 EST,43,144
