sample,start_utc,end_utc,start_new_york,hidden_after_new_york,visible_candles,full_12h_candles
011_blind2,2024-02-02 05:00:00+00:00,2024-02-02 17:00:00+00:00,2024-02-02 00:00 EST,2024-02-02 03:05 EST,38,144
