box,start_new_york,end_new_york,low,high,bars,duration_min,range_pips,aspect_min_per_pip,progress_pips,travel_ratio,bb_width_median,score
1,2025-09-18 13:00 EST,2025-09-18 13:55 EST,1.17856,1.1794,12,60,8.4,7.14,0.8,1.68,13.95,10.32
2,2025-09-18 18:00 EST,2025-09-18 18:55 EST,1.17844,1.17896,12,60,5.2,11.54,0.4,2.0,6.21,15.91
