sample,start_utc,end_utc,start_new_york,hidden_after_new_york,visible_candles,full_12h_candles
044_blind2,2025-09-18 15:10:00+00:00,2025-09-19 03:10:00+00:00,2025-09-18 11:10 EST,2025-09-18 18:55 EST,94,144
