sample,start_utc,end_utc,start_new_york,end_new_york,timeframe,bb_period,std_mult,excluded_late_ny,candles,bb_width_q1_pips,bb_width_median_pips,bb_width_q3_pips
005,2024-02-06 06:30:00+00:00,2024-02-06 18:30:00+00:00,2024-02-06 01:30 EST,2024-02-06 13:30 EST,5min,5,4,15:00-17:00 America/New_York,144,11.16,15.36,21.06
