sample,start_utc,end_utc,start_new_york,hidden_after_new_york,visible_candles,full_12h_candles
042_blind2,2025-03-13 05:50:00+00:00,2025-03-13 17:50:00+00:00,2025-03-13 01:50 EST,2025-03-13 06:50 EST,61,144
