box,start_new_york,end_new_york,low,high,bars,duration_min,range_pips,aspect_min_per_pip,progress_pips,travel_ratio,bb_width_median,score
1,2025-03-13 02:05 EST,2025-03-13 02:30 EST,1.08766,1.08826,6,30,6.0,5.0,0.0,1.33,13.54,10.1
2,2025-03-13 06:20 EST,2025-03-13 06:50 EST,1.08666,1.08732,7,35,6.6,5.3,3.6,1.21,13.02,8.85
