sample,start_utc,end_utc,start_new_york,hidden_after_new_york,visible_candles,full_12h_candles
039_blind2,2023-03-23 05:25:00+00:00,2023-03-23 17:25:00+00:00,2023-03-23 01:25 EST,2023-03-23 07:35 EST,75,144
